Year,LocalityCode,LocalityName,Treatment,Plot,Method,Agrostis_capillaris,Alchemilla_glabra,Alchemilla_sp_,Alnus_incana,Andromeda_polifolia,Anemone_nemorosa,Anthoxanthum_odoratum,Aqonitium_lycoctonium,Athyrium_filix_femina,Avenella_flexuosa,Bare_ground,Bare_ground_branch,Betula_pendula,Betula_pubescens,Blechnum_spicant,Bryophyta,Calamagrostis_phragmitoides,Calamagrostis_sp,Calluna_vulgaris,Cares_flava,Carex_canescens,Carex_echinata,Carex_nigra,Carex_pallescens,Carex_pilulifera,Carex_sp_,Cerastium_fontanum,Chamaepericlymenum_suecicum,Chrysosplenium_alternifolium,Circium_heterophyllum,Cirriphyllum_piliferum,Cow_shit,Cystopteris_fragilis,Dactylorhiza_fuchsii,Dactylorhiza_maculata,Deschampsia_cespitosa,Dicranum_sp,Dryopteris_carthusiana,Dryopteris_expansa,Dryopteris_filix_mas,Empetrum_nigrum,Epilobium_angustifolium,Epilobium_hornemannii,Epilobium_montanum,Epilobium_sp_,Equisetum_arvense,Equisetum_pratense,Equisetum_sylvaticum,Eriophorum_angustifolium,Eriophorum_vaginatum,Festuca_sp,Filipendula_ulmaria,Fragaria_vesca,Galeopsis_sp_,Galeopsis_tetrahit,Geranium_sylvaticum,Geum_rivale,Geum_urbanum,Goodyera_repens,Gras_1,Gymnocarpium_dryopteris,Huperzia_selago,Hylocomiastrum_umbratum,Hylocomium_splendens,Hypericum_sp,Juniperus_communis,Lichens,Linnaea_borealis,Listera_cordata,Listera_ovata,Litter,Luzula_pilosa,Luzula_sp_,Lycopodium_annotinum,Maianthemum_bifolium,Marchantiophyta,Melampyrum_pratense,Melampyrum_sylvaticum,Melica_nutans,Milium_effusum,Molinia_caerulea,No_occurrence,Orthilia_secunda,Oxalis_acetosella,Phegopteris_connectilis,Picea_abies,Pinguicula_vulgaris,Pinus_sylvestris,Plagiochila_asplenioides,Plagiomnium_ellipticum,Plagiomnium_undulatum,Plagiothecium_laetum_curvifolium,Plagiothecium_undulatum,Pleurozium_schreberi,Poa_nemoralis,Poa_pratensis,Poaceae,Polytrichum_astrum,Pooideae_sp_,Potentilla_erecta,Ptilidium_ciliare,Ptilium_crista_castrensis,Pyrola_sp_,Ranunculus_acris,Ranunculus_repens,Rhodobryum_roseum,Rhytidiadelphus_loreus,Rhytidiadelphus_squarrosus_subpinnatus,Rhytidiadelphus_triquetrus,Rubus_chamaemorus,Rubus_idaeus,Rubus_saxatilis,Rumex_acetosa,Salix_caprea,Salix_sp_,Sciuro_hypnum_reflexum,Sciuro_hypnum_starkei,Selaginella_selaginoides,Solidago_virgaurea,Sorbus_aucuparia,Sphagnum_sp,Stellaria_graminea,Taraxacum_officinale,Trientalis_europaea,Vaccinium_myrtillus,Vaccinium_uliginosum,Vaccinium_vitis_idaea,Veronica_chamaedrys,Veronica_officinalis,Viola_sp_
2016,1NSUB,Nsb_Verdal,UB,3,Point_Intercept,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,30,,19,,,
2016,1NSUB,Nsb_Verdal,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1NSUB,Nsb_Verdal,UB,5,Point_Intercept,,,,,,,,,,9,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,2,,,11,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,9,,,,,,,,,,,,,,,,,,,14,,,2,1,,10,,,
2016,1NSUB,Nsb_Verdal,UB,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1NSUB,Nsb_Verdal,UB,1,Point_Intercept,,,,,,,,,,10,,,,48,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,15,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,3,,,,,,1,,,,,,,,,,,,,5,,,3,3,,17,,,
2016,1NSUB,Nsb_Verdal,UB,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1NSUB,Nsb_Verdal,UB,2,Point_Intercept,,,,,,,,,,33,,,,,,0,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,16,,,,,,1,,,,,,,,,,,,,,1,,,8,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,
2016,1NSUB,Nsb_Verdal,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1NSUB,Nsb_Verdal,UB,4,Point_Intercept,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,45,,15,,,
2016,1NSUB,Nsb_Verdal,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
2016,1NSUB,Nsb_Verdal,UB,6,Point_Intercept,,,,,,,,,,3,,,,,,11,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,15,,,,8,,16,,,
2016,1NSUB,Nsb_Verdal,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1NSUB,Nsb_Verdal,UB,7,Point_Intercept,,,,,,,,,,3,,,,9,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,10,,,,,,2,,,,,,,,,,,,,,1,,,12,,,,,,,,5,,,,,,,,,,,,,,,,,,,7,,,,2,,20,,,
2016,1NSUB,Nsb_Verdal,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,1NSUB,Nsb_Verdal,UB,8,Point_Intercept,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,107,5,,,,10,,8,,,
2016,1NSUB,Nsb_Verdal,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1NSUB,Nsb_Verdal,UB,9,Point_Intercept,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,1,1,,,,,,,,,,,,,13,,,,15,,11,,,
2016,1NSUB,Nsb_Verdal,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1NSUB,Nsb_Verdal,UB,10,Point_Intercept,,,,,,,,,,2,,,,,,9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,13,,13,,,
2016,1SB,Sub_Namdalseid,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2016,1SB,Sub_Namdalseid,B,1,Point_Intercept,8,,,,,,,,,7,,,,1,3,5,,,,,,,,,,,,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,,,,4,6,9,3,,,,,,,,,,,,,,,,5,,,,7,,4,,,,,,,2,7,,,,,,,,,,,,,,,,3,48,,,,,
2016,1SB,Sub_Namdalseid,B,2,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,
2016,1SB,Sub_Namdalseid,B,2,Point_Intercept,34,,,,,,,,,21,,,,,,7,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,9,1,,,,11,10,2,,,,,,,,,,,,,,,,6,,,,8,,5,,,,,,,6,10,,,,,,,,,,,,2,,,,,26,,,,,
2016,1SB,Sub_Namdalseid,B,3,Observed,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SB,Sub_Namdalseid,B,3,Point_Intercept,16,,,,,,,,,31,,,,,,2,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,3,3,,,,,,,,,,,,,,,1,,,,,14,,,,,,,,,13,3,,,,,,,,,,,,,,,,,13,,,,,
2016,1SB,Sub_Namdalseid,B,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,
2016,1SB,Sub_Namdalseid,B,4,Point_Intercept,1,,,,,1,,,,46,,,,,,8,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,8,3,,,,2,1,,,,,,,,,,,,,,,,2,2,,,,14,,7,,,,,,,13,2,,,,,,,,,,,,,,,,,3,,,,,
2016,1SB,Sub_Namdalseid,B,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,
2016,1SB,Sub_Namdalseid,B,5,Point_Intercept,,,,,,,,,,7,,,,,,6,,,,,,,,,,,,5,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,4,,,10,,,,1,12,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,31,,,,,
2016,1SB,Sub_Namdalseid,B,6,Observed,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SB,Sub_Namdalseid,B,6,Point_Intercept,,,,,,,,,,35,,,,,,3,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,13,1,,,,10,3,7,,,,,,,,,,,,,,,,7,,,,1,,,,,,,,,11,6,,,,,,,,,,,,,,,,,23,,,,,
2016,1SB,Sub_Namdalseid,B,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SB,Sub_Namdalseid,B,7,Point_Intercept,7,,,,,,,,,23,,,,,2,13,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,7,9,,,,,,,,,,,,,4,,,,59,,,,,
2016,1SB,Sub_Namdalseid,B,8,Observed,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1SB,Sub_Namdalseid,B,8,Point_Intercept,,,,,,,,,,16,,2,,1,1,2,,,,,,,,,,,,3,,,,,,,,,10,,4,,,1,,,,,,,,,,,,,,,,,,,16,,,4,,,,,,,12,9,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,6,,,,,
2016,1SB,Sub_Namdalseid,B,9,Observed,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SB,Sub_Namdalseid,B,9,Point_Intercept,3,,,,,,,,,17,,,,,,11,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,1,,,,,,,,,,,,,,,,5,,,,16,,,,,,,,,16,2,,,,,,,,,,,,,1,,,,15,,,,,
2016,1SB,Sub_Namdalseid,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SB,Sub_Namdalseid,B,10,Point_Intercept,22,,,,,,,,,30,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,14,6,,,2,12,9,3,,,,,,,1,,,,,,,,,3,,,,6,,,,1,,,,,,13,,,,,,,,,,,,,,,,,2,,,,,
2016,1SUB,Sub_Namdalseid,UB,1,Observed,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,1SUB,Sub_Namdalseid,UB,1,Point_Intercept,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,54,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,1,17,,,,,
2016,1SUB,Sub_Namdalseid,UB,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
2016,1SUB,Sub_Namdalseid,UB,2,Point_Intercept,,,,,,,,,,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,15,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,4,,,,,,,,,,,,,22,,,,,30,,47,,,
2016,1SUB,Sub_Namdalseid,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1SUB,Sub_Namdalseid,UB,7,Point_Intercept,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,45,,,,4,14,,,,,
2016,1SUB,Sub_Namdalseid,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2016,1SUB,Sub_Namdalseid,UB,8,Point_Intercept,18,,,,,,,,,37,,,,,1,0,,,,,,,,,,,,13,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,16,,,,,4,1,,,,,,6,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,99,,,,3,14,,,,,
2016,1SUB,Sub_Namdalseid,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SUB,Sub_Namdalseid,UB,3,Point_Intercept,,,,,,,,,,23,,,,,,8,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,8,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,16,,,,,,,,,,,,,5,,,,,11,,14,,,
2016,1SUB,Sub_Namdalseid,UB,4,Observed,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,
2016,1SUB,Sub_Namdalseid,UB,4,Point_Intercept,,,,,,,,,,29,,,,,,4,,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,12,,,,,2,21,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,13,,,,,,,,,,,,,4,,,,,21,,,,,
2016,1SUB,Sub_Namdalseid,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2016,1SUB,Sub_Namdalseid,UB,5,Point_Intercept,,,,,,,,,,3,,,,,,13,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,1,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,1,27,,7,,,
2016,1SUB,Sub_Namdalseid,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SUB,Sub_Namdalseid,UB,6,Point_Intercept,,,,,,,,,,44,,,,,,2,,,,,,,,,,,,7,,,,,,,,,13,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,13,,1,,,
2016,1SUB,Sub_Namdalseid,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1SUB,Sub_Namdalseid,UB,9,Point_Intercept,,,,,,,,,,18,,,,,,2,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,12,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,1,26,,22,,,
2016,1SUB,Sub_Namdalseid,UB,10,Observed,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1SUB,Sub_Namdalseid,UB,10,Point_Intercept,,,,,,,,,,3,,,,,,6,,,,,,,,,,,,2,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,15,9,4,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,7,,17,,,
2016,BRB,Bratsberg,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,BRB,Bratsberg,B,1,Point_Intercept,,,,,,,,,,131,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,4,,5,,,
2016,BRB,Bratsberg,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,BRB,Bratsberg,B,3,Point_Intercept,,,,,,,,,,46,,,,,,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,8,,,,,15,,16,,,
2016,BRB,Bratsberg,B,4,Point_Intercept,,,,,,,,,,29,,,,,,11,,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,5,1,,,1,13,1,,,,,,,,,,,,,,,,,4,,,,,,,1,1,,,,,,,7,,,,,,,,,,,3,,,,1,8,,30,,,
2016,BRB,Bratsberg,B,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BRB,Bratsberg,B,8,Point_Intercept,,,,,,,,,,47,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,15,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,,2,,,,,,,,,1,,,,3,12,,5,,,
2016,BRB,Bratsberg,B,2,Point_Intercept,,,,,,,,,,28,,,,,,6,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,,,,,1,4,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,2,8,,,,,,,,,,,,7,,,,,19,,6,,,
2016,BRB,Bratsberg,B,5,Observed,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2016,BRB,Bratsberg,B,5,Point_Intercept,,,,,,,,,,26,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,10,,8,,,
2016,BRB,Bratsberg,B,6,Point_Intercept,,,,,,,,,,9,,,,,1,8,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,8,1,,,1,10,1,,,,,,,,,,,,,,,,,10,,,,,,,5,5,,,,,1,2,,,,,,,,,,,,5,2,,,,29,,14,,,
2016,BRB,Bratsberg,B,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BRB,Bratsberg,B,7,Point_Intercept,,,,,,,,,,31,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,10,,,,,,,,,,,,,,,30,,,,,,,,1,,,,,,,,16,,,,,4,1,,,,,,,,,,,,,,,,,14,,7,,,
2016,BRB,Bratsberg,B,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BRB,Bratsberg,B,9,Point_Intercept,,,,,,,,,,23,,,,,,9,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,7,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,2,2,,,,,,,,,,,,3,,,,4,15,,4,,,
2016,BRB,Bratsberg,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
